survived,pclass,sex,age,sibsp,parch,fare,embarked,who,deck,alone,family_size,has_family,is_minor,age_group,fare_per_person,fare_tier,cabin_known,is_female,emb_C,emb_Q,emb_S,log_fare,age_z,fare_z
1,1,female,23.0,1,0,113.275,C,woman,D,False,2,1,0,Adult,56.6375,Premium,1,1,1,0,0,4.739,-0.457,2.008
1,3,female,24.0,0,2,16.7,S,woman,G,False,3,1,0,Adult,5.566666666666666,High,1,1,0,0,1,2.874,-0.382,-0.337
0,3,male,22.0,0,0,7.7958,S,man,Unknown,True,1,0,0,Adult,7.7958,Low,0,0,0,0,1,2.174,-0.532,-0.553
0,3,female,31.0,0,0,7.8542,S,woman,Unknown,True,1,0,0,Adult,7.8542,Low,0,1,0,0,1,2.181,0.143,-0.552
0,2,male,46.0,0,0,26.0,S,man,Unknown,True,1,0,0,Adult,26.0,High,0,0,0,0,1,3.296,1.269,-0.111
0,2,male,23.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.457,-0.488
1,2,female,28.0,0,0,12.65,S,woman,Unknown,True,1,0,0,Adult,12.65,Mid,0,1,0,0,1,2.614,-0.082,-0.435
1,3,male,39.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.744,-0.55
0,3,male,26.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.232,-0.547
0,3,female,21.0,1,0,9.825,S,woman,Unknown,False,2,1,0,Adult,4.9125,Mid,0,1,0,0,1,2.382,-0.607,-0.504
0,3,male,28.0,1,0,15.85,S,man,Unknown,False,2,1,0,Adult,7.925,High,0,0,0,0,1,2.824,-0.082,-0.358
0,3,female,20.0,0,0,8.6625,S,woman,Unknown,True,1,0,0,Adult,8.6625,Mid,0,1,0,0,1,2.268,-0.682,-0.532
0,2,male,34.0,1,0,21.0,S,man,Unknown,False,2,1,0,Adult,10.5,High,0,0,0,0,1,3.091,0.368,-0.233
0,3,male,51.0,0,0,7.75,S,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,0,1,2.169,1.645,-0.554
1,2,male,3.0,1,1,18.75,S,child,Unknown,False,3,1,1,Child,6.25,High,0,0,0,0,1,2.983,-1.959,-0.287
0,3,male,21.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,-0.607,-0.554
0,3,female,21.5,3,1,25.4667,S,woman,Unknown,False,5,1,0,Adult,5.0933399999999995,High,0,1,0,0,1,3.276,-0.57,-0.124
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,3,male,25.0,0,0,6.8583,Q,man,Unknown,True,1,0,0,Adult,6.8583,Low,0,0,0,1,0,2.062,-0.307,-0.576
1,1,female,33.0,1,0,90.0,Q,woman,C,False,2,1,0,Adult,45.0,Premium,1,1,0,1,0,4.511,0.293,1.443
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
1,3,male,44.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,1.119,-0.55
0,3,female,21.5,0,0,8.05,S,woman,Unknown,True,1,0,0,Adult,8.05,Mid,0,1,0,0,1,2.203,-0.57,-0.547
1,2,female,34.0,1,1,32.5,S,woman,Unknown,False,3,1,0,Adult,10.833333333333334,Premium,0,1,0,0,1,3.512,0.368,0.047
1,2,female,18.0,0,2,13.0,S,woman,Unknown,False,3,1,0,Adult,4.333333333333333,Mid,0,1,0,0,1,2.639,-0.833,-0.427
0,2,male,30.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.068,-0.427
0,3,female,10.0,0,2,24.15,S,child,Unknown,False,3,1,1,Child,8.049999999999999,High,0,1,0,0,1,3.225,-1.433,-0.156
0,3,male,25.0,0,0,7.8958,C,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,1,0,0,2.186,-0.307,-0.551
0,3,male,21.0,0,0,7.7333,Q,man,Unknown,True,1,0,0,Adult,7.7333,Low,0,0,0,1,0,2.167,-0.607,-0.555
0,3,male,29.0,0,0,7.875,S,man,Unknown,True,1,0,0,Adult,7.875,Low,0,0,0,0,1,2.183,-0.007,-0.551
0,3,female,28.0,1,1,14.4,S,woman,Unknown,False,3,1,0,Adult,4.8,Mid,0,1,0,0,1,2.734,-0.082,-0.393
0,3,male,18.0,1,1,20.2125,S,man,Unknown,False,3,1,0,Adult,6.7375,High,0,0,0,0,1,3.055,-0.833,-0.252
0,3,male,25.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.307,-0.567
1,2,female,28.0,1,0,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,-0.082,-0.111
1,2,female,19.0,0,0,26.0,S,woman,Unknown,True,1,0,0,Adult,26.0,High,0,1,0,0,1,3.296,-0.758,-0.111
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
1,3,male,32.0,0,0,8.05,S,man,E,True,1,0,0,Adult,8.05,Mid,1,0,0,0,1,2.203,0.218,-0.547
1,1,male,28.0,0,0,26.55,S,man,C,True,1,0,0,Adult,26.55,High,1,0,0,0,1,3.316,-0.082,-0.098
1,3,female,21.5,1,0,16.1,S,woman,Unknown,False,2,1,0,Adult,8.05,High,0,1,0,0,1,2.839,-0.57,-0.352
1,2,female,42.0,1,0,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,0.969,-0.111
0,3,male,17.0,0,0,7.125,S,man,Unknown,True,1,0,1,Teen,7.125,Low,0,0,0,0,1,2.095,-0.908,-0.57
0,1,male,50.0,1,0,55.9,S,man,E,False,2,1,0,Adult,27.95,Premium,1,0,0,0,1,4.041,1.569,0.615
1,1,female,14.0,1,2,120.0,S,child,B,False,4,1,1,Teen,30.0,Premium,1,1,0,0,1,4.796,-1.133,2.172
0,3,female,21.0,2,2,34.375,S,woman,Unknown,False,5,1,0,Adult,6.875,Premium,0,1,0,0,1,3.566,-0.607,0.092
1,2,female,24.0,2,3,18.75,S,woman,Unknown,False,6,1,0,Adult,3.125,High,0,1,0,0,1,2.983,-0.382,-0.287
0,1,male,64.0,1,4,263.0,S,man,C,False,6,1,0,Senior,43.833333333333336,Premium,1,0,0,0,1,5.576,2.62,5.644
0,2,male,31.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,0.143,-0.488
1,2,female,45.0,1,1,26.25,S,woman,Unknown,False,3,1,0,Adult,8.75,High,0,1,0,0,1,3.305,1.194,-0.105
0,3,male,20.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,-0.682,-0.512
0,3,male,25.0,1,0,7.775,S,man,Unknown,False,2,1,0,Adult,3.8875,Low,0,0,0,0,1,2.172,-0.307,-0.554
1,2,female,28.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,-0.082,-0.427
1,3,male,25.0,0,0,8.1125,S,man,Unknown,True,1,0,0,Adult,8.1125,Mid,0,0,0,0,1,2.21,-0.307,-0.546
1,1,male,4.0,0,2,81.8583,S,child,A,False,3,1,1,Child,27.2861,Premium,1,0,0,0,1,4.417,-1.883,1.245
1,2,female,13.0,0,1,19.5,S,child,Unknown,False,2,1,1,Teen,9.75,High,0,1,0,0,1,3.02,-1.208,-0.269
1,1,male,34.0,0,0,26.55,S,man,Unknown,True,1,0,0,Adult,26.55,High,0,0,0,0,1,3.316,0.368,-0.098
1,3,female,5.0,2,1,19.2583,C,child,Unknown,False,4,1,1,Child,4.814575,High,0,1,1,0,0,3.009,-1.808,-0.275
1,1,male,52.0,0,0,30.5,S,man,C,True,1,0,0,Adult,30.5,High,1,0,0,0,1,3.45,1.72,-0.002
0,2,male,36.0,1,2,27.75,S,man,Unknown,False,4,1,0,Adult,6.9375,High,0,0,0,0,1,3.359,0.519,-0.069
0,3,male,25.0,1,0,19.9667,S,man,Unknown,False,2,1,0,Adult,9.98335,High,0,0,0,0,1,3.043,-0.307,-0.258
0,1,male,30.0,0,0,27.75,C,man,C,True,1,0,0,Adult,27.75,High,1,0,1,0,0,3.359,0.068,-0.069
1,1,male,49.0,1,0,89.1042,C,man,C,False,2,1,0,Adult,44.5521,Premium,1,0,1,0,0,4.501,1.494,1.421
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
1,3,male,29.0,0,0,7.8958,C,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,1,0,0,2.186,-0.007,-0.551
0,1,male,65.0,0,0,26.55,S,man,E,True,1,0,0,Senior,26.55,High,1,0,0,0,1,3.316,2.695,-0.098
1,1,female,35.0,1,0,51.8625,S,woman,D,False,2,1,0,Adult,25.93125,Premium,1,1,0,0,1,3.968,0.444,0.517
1,2,female,50.0,0,0,10.5,S,woman,Unknown,True,1,0,0,Adult,10.5,Mid,0,1,0,0,1,2.442,1.569,-0.488
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
1,1,male,48.0,0,0,26.55,S,man,E,True,1,0,0,Adult,26.55,High,1,0,0,0,1,3.316,1.419,-0.098
0,3,male,34.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,0.368,-0.547
0,1,male,47.0,0,0,38.5,S,man,E,True,1,0,0,Adult,38.5,Premium,1,0,0,0,1,3.676,1.344,0.192
0,2,male,48.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,1.419,-0.427
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
0,3,male,38.0,0,0,7.05,S,man,Unknown,True,1,0,0,Adult,7.05,Low,0,0,0,0,1,2.086,0.669,-0.571
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
0,1,male,56.0,0,0,26.55,S,man,Unknown,True,1,0,0,Adult,26.55,High,0,0,0,0,1,3.316,2.02,-0.098
0,3,male,25.0,0,0,7.725,Q,man,Unknown,True,1,0,0,Adult,7.725,Low,0,0,0,1,0,2.166,-0.307,-0.555
1,3,female,0.75,2,1,19.2583,C,child,Unknown,False,4,1,1,Child,4.814575,High,0,1,1,0,0,3.009,-2.127,-0.275
0,3,male,25.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.307,-0.567
0,3,male,38.0,0,0,8.6625,S,man,Unknown,True,1,0,0,Adult,8.6625,Mid,0,0,0,0,1,2.268,0.669,-0.532
1,2,female,33.0,1,2,27.75,S,woman,Unknown,False,4,1,0,Adult,6.9375,High,0,1,0,0,1,3.359,0.293,-0.069
1,2,female,23.0,0,0,13.7917,C,woman,D,True,1,0,0,Adult,13.7917,Mid,1,1,1,0,0,2.694,-0.457,-0.408
0,3,female,22.0,0,0,9.8375,S,woman,Unknown,True,1,0,0,Adult,9.8375,Mid,0,1,0,0,1,2.383,-0.532,-0.504
0,1,male,40.0,0,0,52.0,S,man,A,True,1,0,0,Adult,52.0,Premium,1,0,0,0,1,3.97,0.819,0.52
0,2,male,34.0,1,0,21.0,S,man,Unknown,False,2,1,0,Adult,10.5,High,0,0,0,0,1,3.091,0.368,-0.233
0,3,male,29.0,1,0,7.0458,S,man,Unknown,False,2,1,0,Adult,3.5229,Low,0,0,0,0,1,2.085,-0.007,-0.572
0,3,male,22.0,0,0,7.5208,S,man,Unknown,True,1,0,0,Adult,7.5208,Low,0,0,0,0,1,2.143,-0.532,-0.56
1,3,female,2.0,0,1,12.2875,S,child,Unknown,False,2,1,1,Child,6.14375,Mid,0,1,0,0,1,2.587,-2.034,-0.444
0,3,male,9.0,5,2,46.9,S,child,Unknown,False,8,1,1,Child,5.8625,Premium,0,0,0,0,1,3.869,-1.508,0.396
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
0,3,male,50.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.569,-0.547
1,3,female,63.0,0,0,9.5875,S,woman,Unknown,True,1,0,0,Senior,9.5875,Mid,0,1,0,0,1,2.36,2.545,-0.51
1,1,male,25.0,1,0,91.0792,C,man,B,False,2,1,0,Adult,45.5396,Premium,1,0,1,0,0,4.523,-0.307,1.469
0,3,female,21.5,3,1,25.4667,S,woman,Unknown,False,5,1,0,Adult,5.0933399999999995,High,0,1,0,0,1,3.276,-0.57,-0.124
1,1,female,35.0,1,0,90.0,S,woman,C,False,2,1,0,Adult,45.0,Premium,1,1,0,0,1,4.511,0.444,1.443
0,1,male,58.0,0,0,29.7,C,man,B,True,1,0,0,Adult,29.7,High,1,0,1,0,0,3.424,2.17,-0.021
0,3,male,30.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,0.068,-0.547
1,3,male,9.0,1,1,15.9,S,child,Unknown,False,3,1,1,Child,5.3,High,0,0,0,0,1,2.827,-1.508,-0.357
0,3,male,25.0,1,0,19.9667,S,man,Unknown,False,2,1,0,Adult,9.98335,High,0,0,0,0,1,3.043,-0.307,-0.258
0,3,male,21.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.607,-0.567
0,1,male,55.0,0,0,30.5,S,man,C,True,1,0,0,Adult,30.5,High,1,0,0,0,1,3.45,1.945,-0.002
0,1,male,71.0,0,0,49.5042,C,man,Unknown,True,1,0,0,Senior,49.5042,Premium,0,0,1,0,0,3.922,3.146,0.46
0,3,male,21.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.607,-0.547
0,3,male,25.0,0,0,14.4583,C,man,Unknown,True,1,0,0,Adult,14.4583,High,0,0,1,0,0,2.738,-0.307,-0.392
1,1,female,54.0,1,0,78.2667,C,woman,D,False,2,1,0,Adult,39.13335,Premium,1,1,1,0,0,4.373,1.87,1.158
0,3,male,25.0,0,0,15.1,S,man,Unknown,True,1,0,0,Adult,15.1,High,0,0,0,0,1,2.779,-0.307,-0.376
0,1,female,25.0,1,2,151.55,S,woman,C,False,4,1,0,Adult,37.8875,Premium,1,1,0,0,1,5.027,-0.307,2.938
0,3,male,24.0,0,0,7.7958,S,man,Unknown,True,1,0,0,Adult,7.7958,Low,0,0,0,0,1,2.174,-0.382,-0.553
0,3,male,17.0,0,0,8.6625,S,man,Unknown,True,1,0,1,Teen,8.6625,Mid,0,0,0,0,1,2.268,-0.908,-0.532
0,3,female,21.0,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.607,-0.554
0,3,female,21.5,0,0,7.6292,Q,woman,Unknown,True,1,0,0,Adult,7.6292,Low,0,1,0,1,0,2.155,-0.57,-0.557
0,3,female,37.0,0,0,9.5875,S,woman,Unknown,True,1,0,0,Adult,9.5875,Mid,0,1,0,0,1,2.36,0.594,-0.51
1,1,female,16.0,0,0,86.5,S,woman,B,True,1,0,1,Teen,86.5,Premium,1,1,0,0,1,4.472,-0.983,1.358
0,1,male,18.0,1,0,108.9,C,man,C,False,2,1,0,Adult,54.45,Premium,1,0,1,0,0,4.7,-0.833,1.902
1,2,female,33.0,0,2,26.0,S,woman,Unknown,False,3,1,0,Adult,8.666666666666666,High,0,1,0,0,1,3.296,0.293,-0.111
1,1,male,40.0,0,0,26.55,S,man,Unknown,True,1,0,0,Adult,26.55,High,0,0,0,0,1,3.316,0.819,-0.098
0,3,male,28.0,0,0,22.525,S,man,Unknown,True,1,0,0,Adult,22.525,High,0,0,0,0,1,3.158,-0.082,-0.196
1,3,male,26.0,0,0,56.4958,S,man,Unknown,True,1,0,0,Adult,56.4958,Premium,0,0,0,0,1,4.052,-0.232,0.629
1,3,male,29.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.007,-0.554
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
1,1,male,36.0,0,0,26.2875,S,man,E,True,1,0,0,Adult,26.2875,High,1,0,0,0,1,3.306,0.519,-0.104
1,1,female,54.0,1,0,59.4,C,woman,Unknown,False,2,1,0,Adult,29.7,Premium,0,1,1,0,0,4.101,1.87,0.7
0,3,male,24.0,0,0,7.4958,S,man,Unknown,True,1,0,0,Adult,7.4958,Low,0,0,0,0,1,2.14,-0.382,-0.561
0,1,male,47.0,0,0,34.0208,S,man,D,True,1,0,0,Adult,34.0208,Premium,1,0,0,0,1,3.556,1.344,0.084
1,2,female,34.0,0,0,10.5,S,woman,F,True,1,0,0,Adult,10.5,Mid,1,1,0,0,1,2.442,0.368,-0.488
0,3,male,25.0,0,0,24.15,Q,man,Unknown,True,1,0,0,Adult,24.15,High,0,0,0,1,0,3.225,-0.307,-0.156
1,2,female,36.0,1,0,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,0.519,-0.111
0,3,male,32.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,0.218,-0.551
1,1,female,30.0,0,0,93.5,S,woman,B,True,1,0,0,Adult,93.5,Premium,1,1,0,0,1,4.549,0.068,1.528
0,3,male,22.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.532,-0.551
0,3,male,25.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.307,-0.567
1,1,female,44.0,0,1,57.9792,C,woman,B,False,2,1,0,Adult,28.9896,Premium,1,1,1,0,0,4.077,1.119,0.665
0,3,male,25.0,0,0,7.2292,C,man,Unknown,True,1,0,0,Adult,7.2292,Low,0,0,1,0,0,2.108,-0.307,-0.567
0,3,male,40.5,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,0.856,-0.554
1,2,female,50.0,0,0,10.5,S,woman,Unknown,True,1,0,0,Adult,10.5,Mid,0,1,0,0,1,2.442,1.569,-0.488
0,1,male,40.0,0,0,221.7792,S,man,C,True,1,0,0,Adult,221.7792,Premium,1,0,0,0,1,5.406,0.819,4.643
0,3,male,39.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.744,-0.55
0,2,male,23.0,2,1,11.5,S,man,Unknown,False,4,1,0,Adult,2.875,Mid,0,0,0,0,1,2.526,-0.457,-0.463
1,2,female,2.0,1,1,26.0,S,child,Unknown,False,3,1,1,Child,8.666666666666666,High,0,1,0,0,1,3.296,-2.034,-0.111
0,3,male,25.0,0,0,7.2292,C,man,Unknown,True,1,0,0,Adult,7.2292,Low,0,0,1,0,0,2.108,-0.307,-0.567
0,3,male,17.0,1,1,7.2292,C,man,Unknown,False,3,1,1,Teen,2.409733333333333,Low,0,0,1,0,0,2.108,-0.908,-0.567
1,3,female,21.5,0,2,22.3583,C,woman,Unknown,False,3,1,0,Adult,7.452766666666666,High,0,1,1,0,0,3.151,-0.57,-0.2
0,3,female,30.0,0,0,8.6625,S,woman,Unknown,True,1,0,0,Adult,8.6625,Mid,0,1,0,0,1,2.268,0.068,-0.532
1,2,female,7.0,0,2,26.25,S,child,Unknown,False,3,1,1,Child,8.75,High,0,1,0,0,1,3.305,-1.658,-0.105
0,1,male,45.0,0,0,26.55,S,man,B,True,1,0,0,Adult,26.55,High,1,0,0,0,1,3.316,1.194,-0.098
1,1,female,30.0,0,0,106.425,C,woman,Unknown,True,1,0,0,Adult,106.425,Premium,0,1,1,0,0,4.677,0.068,1.842
0,3,male,25.0,0,0,14.5,S,man,Unknown,True,1,0,0,Adult,14.5,High,0,0,0,0,1,2.741,-0.307,-0.391
1,1,female,22.0,0,2,49.5,C,woman,B,False,3,1,0,Adult,16.5,Premium,1,1,1,0,0,3.922,-0.532,0.459
1,1,female,36.0,0,2,71.0,S,woman,B,False,3,1,0,Adult,23.666666666666668,Premium,1,1,0,0,1,4.277,0.519,0.982
0,3,female,9.0,4,2,31.275,S,child,Unknown,False,7,1,1,Child,4.4678571428571425,Premium,0,1,0,0,1,3.474,-1.508,0.017
0,3,female,11.0,4,2,31.275,S,child,Unknown,False,7,1,1,Child,4.4678571428571425,Premium,0,1,0,0,1,3.474,-1.358,0.017
1,2,male,32.0,1,0,26.0,S,man,Unknown,False,2,1,0,Adult,13.0,High,0,0,0,0,1,3.296,0.218,-0.111
0,1,male,50.0,1,0,106.425,C,man,C,False,2,1,0,Adult,53.2125,Premium,1,0,1,0,0,4.677,1.569,1.842
0,1,male,64.0,0,0,26.0,S,man,Unknown,True,1,0,0,Senior,26.0,High,0,0,0,0,1,3.296,2.62,-0.111
1,2,female,19.0,1,0,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,-0.758,-0.111
1,2,male,30.0,0,0,13.8625,C,man,Unknown,True,1,0,0,Adult,13.8625,Mid,0,0,1,0,0,2.699,0.068,-0.406
0,3,male,33.0,1,1,20.525,S,man,Unknown,False,3,1,0,Adult,6.841666666666666,High,0,0,0,0,1,3.069,0.293,-0.244
1,2,male,8.0,1,1,36.75,S,child,Unknown,False,3,1,1,Child,12.25,Premium,0,0,0,0,1,3.631,-1.583,0.15
1,1,male,17.0,0,2,110.8833,C,man,C,False,3,1,1,Teen,36.9611,Premium,1,0,1,0,0,4.717,-0.908,1.95
0,2,male,27.0,0,0,26.0,S,man,Unknown,True,1,0,0,Adult,26.0,High,0,0,0,0,1,3.296,-0.157,-0.111
0,3,male,25.0,0,0,7.8292,Q,man,Unknown,True,1,0,0,Adult,7.8292,Low,0,0,0,1,0,2.178,-0.307,-0.553
1,3,male,22.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.532,-0.567
1,3,female,22.0,0,0,7.775,S,woman,Unknown,True,1,0,0,Adult,7.775,Low,0,1,0,0,1,2.172,-0.532,-0.554
0,1,male,62.0,0,0,26.55,S,man,Unknown,True,1,0,0,Senior,26.55,High,0,0,0,0,1,3.316,2.47,-0.098
1,1,female,48.0,1,0,39.6,C,woman,A,False,2,1,0,Adult,19.8,Premium,1,1,1,0,0,3.704,1.419,0.219
0,1,male,40.0,0,0,227.525,C,man,Unknown,True,1,0,0,Adult,227.525,Premium,0,0,1,0,0,5.432,0.819,4.783
1,1,female,39.0,1,1,79.65,S,woman,E,False,3,1,0,Adult,26.55,Premium,1,1,0,0,1,4.39,0.744,1.192
1,3,female,36.0,1,0,17.4,S,woman,Unknown,False,2,1,0,Adult,8.7,High,0,1,0,0,1,2.912,0.519,-0.32
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
0,3,male,40.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,0.819,-0.551
0,2,male,28.0,0,0,13.5,S,man,Unknown,True,1,0,0,Adult,13.5,Mid,0,0,0,0,1,2.674,-0.082,-0.415
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
0,3,female,21.5,0,0,8.05,S,woman,Unknown,True,1,0,0,Adult,8.05,Mid,0,1,0,0,1,2.203,-0.57,-0.547
0,3,male,24.0,2,0,24.15,S,man,Unknown,False,3,1,0,Adult,8.049999999999999,High,0,0,0,0,1,3.225,-0.382,-0.156
0,3,male,19.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.758,-0.551
0,3,female,29.0,0,4,21.075,S,woman,Unknown,False,5,1,0,Adult,4.215,High,0,1,0,0,1,3.094,-0.007,-0.231
0,3,male,25.0,0,0,7.2292,C,man,Unknown,True,1,0,0,Adult,7.2292,Low,0,0,1,0,0,2.108,-0.307,-0.567
1,3,male,32.0,0,0,7.8542,S,man,Unknown,True,1,0,0,Adult,7.8542,Low,0,0,0,0,1,2.181,0.218,-0.552
1,2,male,62.0,0,0,10.5,S,man,Unknown,True,1,0,0,Senior,10.5,Mid,0,0,0,0,1,2.442,2.47,-0.488
1,1,female,53.0,2,0,51.4792,S,woman,C,False,3,1,0,Adult,17.15973333333333,Premium,1,1,0,0,1,3.96,1.795,0.508
1,1,male,36.0,0,0,26.3875,S,man,E,True,1,0,0,Adult,26.3875,High,1,0,0,0,1,3.31,0.519,-0.102
1,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
0,3,male,16.0,0,0,8.05,S,man,Unknown,True,1,0,1,Teen,8.05,Mid,0,0,0,0,1,2.203,-0.983,-0.547
0,3,male,19.0,0,0,14.5,S,man,Unknown,True,1,0,0,Adult,14.5,High,0,0,0,0,1,2.741,-0.758,-0.391
1,2,female,34.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,0.368,-0.427
1,1,female,39.0,1,0,55.9,S,woman,E,False,2,1,0,Adult,27.95,Premium,1,1,0,0,1,4.041,0.744,0.615
0,3,female,21.5,1,0,14.4583,C,woman,Unknown,False,2,1,0,Adult,7.22915,High,0,1,1,0,0,2.738,-0.57,-0.392
1,3,male,32.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.218,-0.55
1,2,female,25.0,1,1,30.0,S,woman,Unknown,False,3,1,0,Adult,10.0,High,0,1,0,0,1,3.434,-0.307,-0.014
1,1,female,39.0,1,1,110.8833,C,woman,C,False,3,1,0,Adult,36.9611,Premium,1,1,1,0,0,4.717,0.744,1.95
0,2,male,54.0,0,0,26.0,S,man,Unknown,True,1,0,0,Adult,26.0,High,0,0,0,0,1,3.296,1.87,-0.111
0,1,male,36.0,0,0,40.125,C,man,A,True,1,0,0,Adult,40.125,Premium,1,0,1,0,0,3.717,0.519,0.232
0,3,male,25.0,0,0,8.7125,C,man,Unknown,True,1,0,0,Adult,8.7125,Mid,0,0,1,0,0,2.273,-0.307,-0.531
1,1,female,18.0,0,2,79.65,S,woman,E,False,3,1,0,Adult,26.55,Premium,1,1,0,0,1,4.39,-0.833,1.192
0,2,male,47.0,0,0,15.0,S,man,Unknown,True,1,0,0,Adult,15.0,High,0,0,0,0,1,2.773,1.344,-0.378
1,1,male,60.0,1,1,79.2,C,man,B,False,3,1,0,Senior,26.400000000000002,Premium,1,0,1,0,0,4.385,2.32,1.181
0,3,male,22.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.532,-0.547
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
0,3,male,35.0,0,0,7.125,S,man,Unknown,True,1,0,0,Adult,7.125,Low,0,0,0,0,1,2.095,0.444,-0.57
